customer_id,tenure_months,monthly_charges,support_tickets_90d,weekly_usage_hours,contract_type,internet_service,autopay,senior_citizen,churn
C00438,22,32.39,2,18.9,Month-to-month,DSL,0,0,1
C00439,35,71.17,1,12.6,Month-to-month,Fiber,0,0,1
C00440,25,56.58,3,50.6,Two year,Fiber,1,0,0
C00441,22,119.61,2,39.0,One year,DSL,1,0,1
C00442,71,96.75,2,35.3,Month-to-month,DSL,1,1,0
C00443,68,78.68,3,21.8,Two year,DSL,1,1,0
C00444,26,99.13,1,33.0,Month-to-month,Fiber,1,0,0
C00445,4,35.06,0,17.8,Month-to-month,DSL,1,0,0
C00446,26,128.77,0,33.6,Month-to-month,DSL,1,1,0
C00447,64,48.43,1,38.7,Month-to-month,Fiber,1,0,0
C00448,65,107.19,0,26.4,Month-to-month,DSL,1,1,0
C00449,51,87.45,2,23.4,Month-to-month,None,0,0,1
C00450,49,79.4,3,27.1,Two year,Fiber,1,1,0
C00451,27,106.03,3,45.4,One year,Fiber,1,0,0
C00452,32,99.9,0,36.8,Month-to-month,Fiber,1,0,0
C00453,64,75.01,2,11.5,Two year,DSL,1,1,1
C00454,16,60.2,1,44.1,Month-to-month,DSL,0,1,1
C00455,30,75.44,4,,Month-to-month,Fiber,1,0,1
C00456,64,69.12,4,36.6,Month-to-month,Fiber,0,0,0
C00457,51,81.91,0,57.0,Month-to-month,Fiber,1,1,0
C00458,8,100.58,0,34.3,Month-to-month,Fiber,1,1,1
C00459,57,85.12,1,40.0,Month-to-month,DSL,1,1,1
C00460,5,77.18,3,40.6,Month-to-month,Fiber,1,1,1
C00461,21,53.69,1,46.3,Month-to-month,Fiber,1,1,1
C00462,67,81.09,2,30.9,Month-to-month,Fiber,0,1,0
C00463,6,24.51,1,25.0,One year,Fiber,0,0,0
C00464,14,49.67,0,47.6,Month-to-month,DSL,0,1,1
C00465,63,88.97,0,46.9,One year,DSL,1,0,0
C00466,49,96.79,2,51.8,Month-to-month,DSL,1,0,0
C00467,17,71.42,2,39.8,One year,Fiber,0,0,1
C00468,25,77.63,3,10.9,Two year,DSL,0,1,1
C00469,68,82.37,1,36.3,Month-to-month,Fiber,1,0,1
C00470,44,91.08,1,34.5,One year,Fiber,1,0,0
C00471,23,66.36,1,51.2,One year,DSL,0,1,0
C00472,11,44.48,0,48.8,Month-to-month,Fiber,0,0,1
C00473,30,82.84,0,42.6,Month-to-month,Fiber,0,1,0
C00474,23,126.83,2,5.0,Month-to-month,Fiber,1,0,1
C00475,31,46.17,3,22.5,One year,DSL,1,1,0
C00476,4,68.45,0,28.9,Month-to-month,Fiber,1,1,1
C00477,34,61.19,3,29.2,Two year,DSL,1,1,0
C00478,18,139.57,3,36.3,Month-to-month,Fiber,1,1,1
C00479,70,45.1,0,54.7,Month-to-month,Fiber,0,0,0
C00480,20,67.51,1,44.9,Month-to-month,Fiber,1,0,0
C00481,18,61.79,2,21.1,Month-to-month,DSL,1,0,0
C00482,22,36.88,0,22.4,One year,DSL,0,0,0
C00483,44,35.36,3,21.1,Month-to-month,Fiber,0,1,1
C00484,53,87.91,0,32.4,One year,DSL,1,1,0
C00485,22,91.84,3,45.3,Two year,Fiber,1,0,1
C00486,50,56.33,0,47.5,Two year,None,0,0,0
C00487,10,111.45,1,28.7,Two year,Fiber,0,0,1
C00488,14,18.0,2,33.6,Month-to-month,Fiber,0,0,1
C00489,21,36.76,2,57.4,Two year,DSL,0,1,0
C00490,51,48.91,0,13.2,Month-to-month,Fiber,1,0,0
C00491,40,71.75,2,42.9,Month-to-month,DSL,0,0,0
C00492,34,59.37,0,41.4,Two year,Fiber,1,1,0
C00493,44,66.37,1,29.8,Month-to-month,Fiber,0,1,1
C00494,15,85.58,0,33.7,Month-to-month,Fiber,1,1,1
C00495,19,112.8,5,39.9,Month-to-month,Fiber,1,0,0
C00496,51,94.47,1,29.9,Month-to-month,Fiber,0,0,0
C00497,72,73.57,3,25.1,One year,Fiber,0,1,0
C00498,1,69.76,0,24.0,One year,DSL,0,1,1
C00499,27,102.84,0,60.1,Month-to-month,Fiber,1,0,1
C00500,64,124.76,2,27.8,Month-to-month,Fiber,1,0,0
C00501,60,89.87,2,36.8,Month-to-month,DSL,1,1,1
C00502,19,58.28,0,45.0,Month-to-month,Fiber,1,1,1
C00503,3,79.26,0,31.0,Month-to-month,DSL,0,0,1
C00504,41,88.25,2,34.5,Month-to-month,Fiber,1,0,1
C00505,51,56.46,1,41.0,Two year,DSL,1,0,0
C00506,19,96.24,1,22.1,Two year,DSL,0,1,0
C00507,22,79.39,1,12.5,Month-to-month,Fiber,1,1,1
C00508,49,104.61,1,23.8,Month-to-month,Fiber,1,1,0
C00509,39,44.65,3,58.2,Two year,Fiber,0,1,0
C00510,21,23.24,2,25.9,One year,Fiber,0,0,0
C00511,61,61.0,0,35.8,Two year,Fiber,1,0,0
C00512,66,72.66,2,15.4,Two year,DSL,0,0,0
C00513,53,21.57,0,52.8,Month-to-month,DSL,0,0,0
C00514,69,54.96,0,29.8,Month-to-month,Fiber,0,1,0
C00515,26,107.94,1,27.6,Month-to-month,DSL,0,1,0
C00516,8,86.93,0,32.1,One year,Fiber,1,1,1
C00517,53,75.87,0,69.2,Two year,Fiber,0,1,1
C00518,41,42.44,2,40.2,Month-to-month,Fiber,0,0,0
C00519,30,107.01,1,31.8,Two year,Fiber,0,1,0
C00520,19,60.31,0,1.0,One year,Fiber,1,0,0
C00521,5,74.66,1,52.9,One year,Fiber,0,0,0
C00522,13,83.41,4,24.3,One year,Fiber,1,0,1
C00523,48,76.8,4,22.1,Month-to-month,None,0,0,0
C00524,17,113.77,1,23.3,One year,DSL,0,1,1
C00525,68,88.1,2,54.5,One year,None,1,1,0
C00526,35,81.47,1,33.4,One year,Fiber,0,0,0
C00527,7,69.58,2,12.7,Month-to-month,DSL,1,1,0
C00528,48,84.09,0,31.1,Month-to-month,Fiber,1,0,1
C00529,50,66.12,0,22.4,One year,Fiber,0,0,1
C00530,13,77.3,1,39.0,Two year,Fiber,0,1,0
C00531,61,62.43,3,28.6,Month-to-month,Fiber,0,0,1
C00532,54,58.02,1,12.0,Month-to-month,Fiber,1,0,0
C00533,43,46.35,4,32.8,Month-to-month,DSL,0,0,1
C00534,9,64.41,2,33.2,Two year,DSL,0,1,0
C00535,35,62.57,2,16.5,Month-to-month,Fiber,0,1,1
C00536,70,123.22,1,6.6,Month-to-month,DSL,0,1,1
C00537,18,99.78,0,38.0,One year,Fiber,1,1,0
C00538,68,68.25,4,30.1,Month-to-month,Fiber,0,1,0
C00539,14,60.15,3,31.0,One year,Fiber,1,1,0
C00540,44,89.22,1,44.4,Month-to-month,Fiber,0,0,0
C00541,29,126.38,0,6.9,One year,Fiber,0,1,0
C00542,5,94.3,1,34.8,Month-to-month,Fiber,1,1,1
C00543,47,23.84,2,43.3,Month-to-month,Fiber,1,1,0
C00544,35,96.17,4,31.4,One year,DSL,1,0,1
C00545,23,101.13,0,14.2,Month-to-month,DSL,0,1,1
C00546,17,133.58,2,24.7,Month-to-month,None,1,1,0
C00547,36,65.05,2,27.7,Month-to-month,Fiber,0,0,0
C00548,8,75.88,1,11.9,One year,Fiber,1,0,1
C00549,44,84.61,1,39.2,One year,DSL,1,0,0
C00550,7,50.61,1,34.0,Two year,DSL,0,1,1
C00551,16,48.07,1,25.0,Month-to-month,Fiber,1,1,0
C00552,37,83.18,0,47.8,Month-to-month,DSL,0,1,0
C00553,54,28.8,2,26.7,Two year,None,1,1,1
C00554,29,35.12,2,54.7,Month-to-month,Fiber,0,1,1
C00555,46,94.84,0,30.2,Two year,None,1,0,1
C00556,68,85.94,1,20.6,Month-to-month,Fiber,1,0,0
C00557,43,106.99,5,21.1,Month-to-month,Fiber,0,0,0
C00558,55,84.97,1,35.3,One year,Fiber,1,0,0
C00559,35,72.29,2,19.0,Month-to-month,DSL,1,1,1
C00560,19,108.09,0,36.0,One year,Fiber,0,1,0
C00561,27,60.16,3,28.4,Month-to-month,Fiber,1,0,0
C00562,26,62.67,4,28.1,Month-to-month,Fiber,0,1,1
C00563,40,70.19,1,33.4,One year,Fiber,0,1,0
C00564,11,84.61,1,48.1,Two year,DSL,1,1,0
C00565,56,70.13,2,26.4,Month-to-month,Fiber,1,1,1
C00566,11,30.42,0,36.6,Month-to-month,Fiber,1,0,1
C00567,51,64.54,1,40.2,Two year,None,0,1,0
C00568,34,71.12,0,17.1,Month-to-month,DSL,1,1,0
C00569,54,75.21,1,41.3,Month-to-month,None,1,1,1
C00570,13,59.42,1,45.4,Month-to-month,Fiber,0,0,1
C00571,16,86.16,2,47.5,One year,Fiber,1,0,0
C00572,19,26.91,1,18.5,Month-to-month,DSL,1,0,1
C00573,57,83.64,1,19.5,Month-to-month,None,0,0,1
C00574,20,122.2,0,33.2,Month-to-month,Fiber,0,1,1
C00575,25,55.01,4,32.4,Month-to-month,None,0,0,1
C00576,11,73.61,0,34.3,Month-to-month,Fiber,0,1,0
C00577,17,65.08,3,29.0,Month-to-month,DSL,1,0,1
C00578,62,65.56,3,36.6,Month-to-month,Fiber,0,0,1
C00579,9,43.2,2,1.0,Month-to-month,Fiber,0,1,1
C00580,66,127.76,2,43.2,Month-to-month,Fiber,1,0,0
C00581,60,82.8,3,54.6,Month-to-month,Fiber,1,1,0
C00582,69,53.22,3,26.3,Month-to-month,DSL,0,0,0
C00583,45,50.03,0,36.8,One year,DSL,0,1,0
C00584,50,73.72,0,57.5,One year,Fiber,0,1,0
C00585,61,18.0,2,34.5,Month-to-month,DSL,1,1,0
C00586,52,101.48,1,38.3,Month-to-month,Fiber,0,1,1
C00587,41,57.61,0,59.8,Month-to-month,Fiber,0,1,1
C00588,31,82.89,2,62.5,Two year,Fiber,0,1,1
C00589,62,84.2,1,19.1,Two year,Fiber,1,1,0
C00590,23,99.03,5,28.2,Month-to-month,Fiber,0,1,1
C00591,41,85.79,4,46.5,Two year,None,1,0,0
C00592,5,92.81,4,41.0,Month-to-month,None,1,0,1
C00593,47,100.53,1,43.9,One year,Fiber,1,0,0
C00594,10,62.75,2,1.0,One year,Fiber,0,1,0
C00595,5,132.24,1,6.6,Month-to-month,DSL,1,0,1
C00596,22,81.88,1,59.0,One year,Fiber,1,0,0
C00597,49,71.22,3,44.8,Month-to-month,Fiber,1,1,1
C00598,60,48.45,3,39.0,Two year,None,1,0,0
C00599,44,66.2,1,16.6,Month-to-month,DSL,1,1,1
C00600,48,83.25,1,28.2,Month-to-month,None,1,0,1
C00601,18,74.67,2,42.0,Month-to-month,Fiber,0,1,1
C00602,8,123.17,1,14.6,Month-to-month,Fiber,0,1,1
C00603,9,61.08,1,24.1,Month-to-month,DSL,0,0,0
C00604,6,91.02,4,39.3,Month-to-month,Fiber,0,1,1
C00605,25,40.48,2,42.3,Month-to-month,DSL,1,1,0
C00606,54,133.13,1,26.7,One year,Fiber,1,1,1
C00607,5,38.58,3,47.8,One year,DSL,0,1,0
C00608,25,130.08,2,47.3,Month-to-month,Fiber,0,0,0
C00609,44,68.2,3,8.9,Month-to-month,Fiber,1,0,0
C00610,5,18.0,0,56.9,Month-to-month,None,1,0,0
C00611,40,109.86,2,50.3,Month-to-month,DSL,0,1,0
C00612,29,74.31,0,36.9,Month-to-month,Fiber,0,1,1
C00613,67,59.3,0,32.1,Month-to-month,None,0,1,1
C00614,36,89.97,1,45.1,Month-to-month,DSL,0,0,1
C00615,38,90.6,1,41.5,Month-to-month,DSL,1,0,0
C00616,62,83.61,2,30.2,Two year,Fiber,1,1,1
C00617,53,103.78,2,56.5,One year,DSL,1,1,0
C00618,40,79.07,0,4.5,Two year,DSL,0,0,0
C00619,48,90.19,2,24.7,One year,DSL,0,1,1
C00620,30,57.39,2,40.3,Month-to-month,None,0,0,0
C00621,51,93.44,0,33.3,One year,Fiber,1,0,0
C00622,23,57.51,2,43.8,Two year,DSL,1,1,0
C00623,23,40.51,1,14.5,Two year,DSL,1,0,0
C00624,60,66.22,1,30.4,One year,Fiber,0,0,0
C00625,30,64.28,1,50.1,Month-to-month,DSL,0,0,0
C00626,39,97.98,2,13.1,One year,DSL,0,0,0
C00627,9,31.31,0,30.6,Month-to-month,Fiber,1,1,0
C00628,25,102.62,0,26.6,Month-to-month,Fiber,1,1,1
C00629,47,54.56,0,39.1,Month-to-month,Fiber,1,0,0
C00630,39,18.0,2,39.5,Month-to-month,Fiber,0,1,1
C00631,22,38.19,1,35.4,Month-to-month,Fiber,0,0,0
C00632,3,63.39,0,29.9,Two year,DSL,1,0,1
C00633,40,84.44,2,34.9,One year,DSL,1,1,0
C00634,26,68.27,3,31.7,One year,Fiber,1,1,0
C00635,67,38.13,0,33.5,Two year,Fiber,1,0,0
C00636,4,50.2,1,54.4,Month-to-month,DSL,0,0,1
C00637,50,38.6,2,17.2,One year,DSL,1,0,0
C00638,28,79.25,1,38.8,One year,DSL,1,0,0
C00639,20,69.46,0,20.8,Month-to-month,DSL,0,1,0
C00640,52,89.19,0,61.4,Month-to-month,Fiber,1,1,0
C00641,38,22.43,0,35.2,One year,None,0,1,0
C00642,6,57.05,2,16.2,Two year,DSL,1,0,0
C00643,44,128.81,0,30.8,Month-to-month,None,0,1,1
C00644,13,89.95,0,13.6,One year,DSL,1,1,1
C00645,62,63.71,1,25.1,One year,Fiber,1,0,0
C00646,18,44.35,2,42.6,Two year,Fiber,0,0,1
C00647,58,103.02,1,53.1,One year,Fiber,1,0,0
C00648,24,114.91,1,49.1,Month-to-month,Fiber,0,1,1
C00649,23,39.84,0,32.5,One year,Fiber,1,1,0
C00650,1,42.49,2,42.0,Two year,None,0,1,0
C00651,67,79.81,1,45.3,Month-to-month,Fiber,0,1,0
C00652,40,82.42,1,65.5,One year,Fiber,0,1,0
C00653,11,85.52,2,25.5,Month-to-month,DSL,1,1,1
C00654,3,123.61,2,55.1,Month-to-month,Fiber,1,1,1
C00655,20,44.8,1,18.7,One year,Fiber,1,0,0
C00656,36,73.12,3,50.5,Month-to-month,DSL,0,1,1
C00657,3,92.19,2,25.3,Month-to-month,Fiber,1,1,1
C00658,26,91.89,2,24.4,One year,Fiber,1,1,1
C00659,23,53.86,0,30.0,Month-to-month,Fiber,1,1,1
C00660,63,54.97,3,23.1,Two year,Fiber,0,0,0
C00661,30,59.14,1,40.0,Month-to-month,Fiber,1,1,1
C00662,8,119.7,2,51.2,One year,Fiber,1,1,0
C00663,18,44.6,2,4.4,Month-to-month,None,0,0,1
C00664,60,62.92,2,31.6,One year,Fiber,1,1,0
C00665,1,93.71,1,18.8,Two year,Fiber,1,0,1
C00666,10,41.51,1,46.7,One year,Fiber,1,0,1
C00667,1,79.22,2,53.9,One year,DSL,1,0,0
C00668,4,18.81,2,31.6,Month-to-month,Fiber,0,0,1
C00669,67,77.39,2,24.2,Two year,DSL,0,1,0
C00670,72,73.47,1,11.4,Month-to-month,DSL,1,0,0
C00671,53,76.58,0,61.3,Month-to-month,Fiber,1,1,0
C00672,7,47.67,1,52.5,Month-to-month,DSL,1,0,0
C00673,51,78.38,2,6.3,One year,Fiber,1,0,0
C00674,56,70.91,1,43.2,Two year,DSL,0,0,0
C00675,57,108.38,1,18.4,Two year,DSL,1,1,0
C00676,54,89.86,1,26.9,One year,DSL,0,1,0
C00677,50,31.43,2,16.5,One year,Fiber,1,1,0
C00678,32,48.69,0,6.0,Two year,Fiber,1,1,0
C00679,5,54.74,1,33.4,One year,Fiber,1,0,1
C00680,60,77.05,5,60.5,Month-to-month,Fiber,1,0,1
C00681,67,67.26,0,21.0,Two year,DSL,0,1,0
C00682,37,67.15,4,46.5,Two year,Fiber,1,1,0
C00683,31,150.9,4,48.7,One year,Fiber,0,0,1
C00684,67,57.64,2,44.1,One year,Fiber,0,1,0
C00685,33,110.94,3,62.0,Two year,DSL,0,1,1
C00686,27,67.87,0,47.4,One year,Fiber,0,0,0
C00687,64,18.0,2,59.3,Month-to-month,DSL,1,1,0
C00688,67,77.36,1,17.9,Two year,None,0,1,0
C00689,15,103.34,1,44.4,One year,Fiber,0,1,0
C00690,20,89.74,2,55.2,One year,Fiber,0,0,0
C00691,23,79.17,0,23.2,Month-to-month,None,1,0,0
C00692,12,72.66,1,1.0,Month-to-month,DSL,0,1,1
C00693,62,58.15,2,16.3,Month-to-month,Fiber,1,0,0
C00694,71,97.09,1,23.9,Month-to-month,Fiber,0,1,0
C00695,38,59.84,1,41.9,Month-to-month,Fiber,0,0,0
C00696,52,54.07,2,26.1,One year,DSL,0,0,1
C00697,31,83.5,6,34.0,Month-to-month,Fiber,0,0,1
C00698,72,63.6,2,,Month-to-month,DSL,0,1,0
C00699,69,107.86,1,32.2,Month-to-month,Fiber,1,1,1
C00700,54,85.08,3,33.1,One year,Fiber,1,1,0
C00701,64,50.22,1,25.1,One year,Fiber,0,1,0
C00702,10,39.95,0,45.5,Month-to-month,Fiber,1,0,0
C00703,64,55.94,3,53.3,Month-to-month,DSL,0,0,0
C00704,31,137.46,1,17.9,Month-to-month,Fiber,1,1,1
C00705,16,65.35,2,37.0,One year,DSL,0,1,0
C00706,68,93.23,2,14.0,One year,Fiber,1,0,0
C00707,61,35.44,0,9.5,One year,Fiber,0,0,0
C00708,10,41.67,0,48.5,Two year,Fiber,1,0,0
C00709,48,66.72,4,62.1,One year,Fiber,0,0,0
C00710,64,119.63,3,29.4,Month-to-month,None,1,1,0
C00711,50,35.86,1,59.7,Month-to-month,Fiber,0,0,0
C00712,35,54.37,1,24.9,Month-to-month,Fiber,0,1,1
C00713,4,97.25,0,30.7,Month-to-month,Fiber,0,1,1
C00714,36,116.59,2,57.3,Month-to-month,DSL,1,1,0
C00715,41,84.25,2,21.2,Month-to-month,Fiber,0,0,1
C00716,61,90.92,1,46.8,Month-to-month,None,0,0,1
C00717,16,46.89,2,29.1,Month-to-month,DSL,1,0,1
C00718,15,34.96,1,23.9,Two year,DSL,0,1,1
C00719,67,39.92,2,26.9,Month-to-month,Fiber,0,0,0
C00720,61,47.55,4,3.6,Month-to-month,Fiber,0,1,1
C00721,41,78.32,1,51.7,Month-to-month,DSL,0,0,0
C00722,33,37.85,2,37.2,One year,Fiber,1,1,0
C00723,45,79.01,2,31.9,Two year,DSL,1,0,0
C00724,11,63.17,2,24.3,Month-to-month,DSL,0,0,1
C00725,18,56.25,2,38.4,Two year,None,1,0,0
C00726,40,96.78,1,46.4,Two year,Fiber,0,1,0
C00727,31,45.15,3,30.2,One year,DSL,1,1,0
C00728,13,112.2,1,47.5,One year,Fiber,1,1,0
C00729,39,95.26,1,37.9,Month-to-month,DSL,1,0,0
C00730,48,44.28,2,32.7,Month-to-month,DSL,0,1,0
C00731,59,105.66,1,46.8,One year,Fiber,0,0,0
C00732,46,40.97,1,26.9,Two year,Fiber,1,1,0
C00733,45,108.21,3,16.5,One year,Fiber,1,1,1
C00734,41,81.32,1,33.3,Month-to-month,Fiber,1,0,0
C00735,9,27.78,1,34.5,Month-to-month,Fiber,1,0,0
C00736,28,35.73,2,30.9,Month-to-month,Fiber,1,1,0
C00737,33,60.66,1,50.7,Two year,Fiber,0,0,0
C00738,38,96.3,0,41.0,Month-to-month,Fiber,0,1,0
C00739,22,67.22,2,32.4,Month-to-month,Fiber,0,1,1
C00740,54,66.52,0,33.9,One year,DSL,1,1,0
C00741,39,73.12,1,35.1,Month-to-month,Fiber,0,0,0
C00742,23,18.0,0,41.4,Month-to-month,DSL,0,1,1
C00743,34,95.08,0,34.7,Month-to-month,DSL,1,1,1
C00744,52,109.51,0,31.8,Month-to-month,DSL,0,1,0
C00745,2,94.1,1,15.3,Month-to-month,Fiber,0,1,1
C00746,25,60.14,1,24.1,Month-to-month,Fiber,1,0,1
C00747,15,47.22,2,37.9,Month-to-month,Fiber,1,1,0
C00748,24,41.71,3,36.6,One year,Fiber,0,1,0
C00749,48,40.27,1,13.2,One year,Fiber,1,0,0
C00750,16,135.41,0,26.1,One year,Fiber,1,0,0
C00751,40,69.79,5,21.0,One year,None,1,1,0
C00752,28,97.33,3,53.1,One year,Fiber,1,1,1
C00753,4,95.79,3,37.5,Month-to-month,Fiber,0,1,1
C00754,64,75.99,0,40.0,Month-to-month,Fiber,1,1,0
C00755,44,45.91,1,33.1,One year,Fiber,0,1,1
C00756,22,86.52,0,25.2,Month-to-month,Fiber,0,0,0
C00757,37,41.69,1,27.8,Month-to-month,Fiber,0,0,1
C00758,72,88.86,1,40.9,Month-to-month,DSL,0,1,0
C00759,11,42.97,4,30.4,Two year,DSL,1,1,0
C00760,62,59.79,1,41.0,Two year,DSL,0,0,0
C00761,1,59.74,4,36.0,Month-to-month,DSL,1,1,1
C00762,63,111.17,4,38.1,Month-to-month,DSL,1,0,0
C00763,25,18.0,1,38.9,Month-to-month,Fiber,1,0,1
C00764,22,137.26,2,26.6,Month-to-month,DSL,1,0,1
C00765,57,49.43,1,29.6,Month-to-month,Fiber,0,0,1
C00766,12,68.55,3,46.7,Month-to-month,DSL,1,1,1
C00767,10,83.57,0,59.6,One year,Fiber,1,1,0
C00768,34,81.17,0,46.9,Two year,Fiber,1,0,0
C00769,68,95.62,2,1.0,Month-to-month,Fiber,0,1,1
C00770,24,89.09,0,23.4,Month-to-month,Fiber,0,0,1
C00771,40,129.04,0,35.6,One year,DSL,1,1,0
C00772,29,92.48,3,18.6,Month-to-month,DSL,1,1,1
C00773,55,68.71,2,18.0,Month-to-month,DSL,0,1,0
C00774,65,56.52,1,28.1,Month-to-month,DSL,1,1,0
C00775,71,55.79,2,38.8,One year,DSL,1,0,0
C00776,20,108.21,1,42.6,Month-to-month,DSL,1,1,1
C00777,19,121.15,2,28.9,Month-to-month,DSL,1,0,0
C00778,67,100.11,2,27.8,One year,DSL,0,1,1
C00779,42,18.0,2,22.2,Month-to-month,Fiber,1,1,0
C00780,24,18.0,3,41.1,Two year,None,0,1,0
C00781,25,71.79,0,40.2,Month-to-month,Fiber,0,1,1
C00782,13,67.33,2,46.7,Month-to-month,Fiber,1,0,0
C00783,7,72.56,0,35.8,Month-to-month,Fiber,1,1,1
C00784,25,107.05,1,15.6,Two year,DSL,0,0,1
C00785,58,105.65,1,29.1,Month-to-month,DSL,0,0,0
C00786,48,76.9,2,46.0,Month-to-month,Fiber,1,0,1
C00787,1,29.33,1,9.7,Month-to-month,Fiber,0,1,1
C00788,4,37.58,1,32.8,Two year,DSL,1,0,0
C00789,63,73.89,3,38.0,Two year,DSL,0,1,0
C00790,58,83.67,4,62.1,One year,Fiber,0,0,0
C00791,58,37.92,1,25.6,Month-to-month,DSL,0,0,0
C00792,63,90.49,0,32.3,Month-to-month,DSL,1,1,0
C00793,46,22.93,5,57.6,Month-to-month,Fiber,0,1,0
C00794,25,18.0,1,25.8,Month-to-month,Fiber,1,1,0
C00795,43,47.5,0,49.0,Two year,Fiber,1,0,0
C00796,47,110.45,2,39.5,One year,DSL,0,1,0
C00797,61,114.62,1,,Month-to-month,None,1,0,1
C00798,39,27.34,2,40.3,One year,None,0,0,0
C00799,5,29.48,2,31.9,Month-to-month,DSL,0,1,0
C00800,45,93.31,1,65.6,Month-to-month,Fiber,1,0,1
C00801,54,59.66,2,5.1,Month-to-month,Fiber,0,0,1
C00802,69,110.26,2,30.0,Month-to-month,DSL,0,1,0
C00803,13,92.85,1,30.5,Month-to-month,Fiber,0,1,0
C00804,62,97.66,1,32.1,Month-to-month,DSL,0,1,0
C00805,2,48.99,2,49.1,Two year,None,1,1,0
C00806,53,84.43,4,27.7,Two year,Fiber,0,0,0
C00807,23,128.46,1,40.9,Month-to-month,Fiber,1,0,1
C00808,9,75.98,1,37.2,One year,DSL,0,0,0
C00809,24,70.74,3,45.7,Month-to-month,Fiber,1,1,0
C00810,40,59.8,2,32.1,Month-to-month,Fiber,0,0,0
C00811,14,27.15,1,38.5,Month-to-month,DSL,1,0,0
C00812,40,41.23,0,32.3,Month-to-month,Fiber,1,1,1
C00813,52,47.03,3,20.2,Month-to-month,Fiber,1,0,0
C00814,64,25.96,2,56.4,One year,None,0,0,0
C00815,41,28.78,1,23.3,One year,Fiber,0,0,1
C00816,44,18.0,0,27.3,Month-to-month,Fiber,1,0,0
C00817,67,50.09,5,22.0,Month-to-month,DSL,0,1,0
C00818,3,90.91,1,39.6,One year,Fiber,1,0,0
C00819,55,63.14,0,27.3,Two year,Fiber,1,0,0
C00820,71,63.26,1,55.2,Month-to-month,None,1,1,0
C00821,60,93.47,3,41.5,Month-to-month,DSL,0,0,0
C00822,67,119.29,0,30.1,Two year,Fiber,0,0,0
C00823,65,135.65,4,21.3,Month-to-month,DSL,0,1,1
C00824,43,76.05,1,32.5,One year,Fiber,0,1,0
C00825,59,64.11,5,41.3,Month-to-month,DSL,1,1,0
C00826,27,60.43,2,33.4,Two year,DSL,0,0,0
C00827,9,88.55,0,32.0,Two year,DSL,1,1,0
C00828,7,67.62,2,19.7,Month-to-month,Fiber,0,1,1
C00829,14,67.72,0,65.4,Month-to-month,Fiber,0,0,1
C00830,53,69.58,1,31.2,One year,Fiber,1,0,0
C00831,29,45.62,0,14.8,Month-to-month,DSL,1,1,0
C00832,59,18.0,3,18.9,Month-to-month,DSL,0,0,0
C00833,24,53.26,1,29.2,Month-to-month,Fiber,0,1,1
C00834,57,112.81,3,61.2,Month-to-month,Fiber,0,0,0
C00835,64,111.49,1,31.6,Two year,Fiber,0,0,0
C00836,24,98.31,2,28.8,Month-to-month,Fiber,0,0,1
C00837,38,58.18,1,45.8,Month-to-month,DSL,0,0,0
C00838,39,49.87,1,46.8,One year,DSL,1,1,0
C00839,64,117.49,3,43.2,One year,DSL,1,0,0
C00840,27,41.67,1,36.8,Month-to-month,None,1,0,0
C00841,28,73.1,0,18.5,Month-to-month,DSL,0,1,1
C00842,56,119.31,1,23.5,Month-to-month,Fiber,1,0,0
C00843,66,75.47,1,11.7,Two year,DSL,1,1,0
C00844,3,63.78,1,30.9,Month-to-month,Fiber,0,0,1
C00845,6,104.48,1,28.1,Month-to-month,Fiber,0,0,1
C00846,68,74.02,1,26.6,Two year,DSL,0,0,0
C00847,33,77.49,0,37.9,Month-to-month,Fiber,0,0,0
C00848,41,114.41,2,24.8,Two year,DSL,0,1,0
C00849,65,18.0,1,29.2,One year,Fiber,0,1,0
C00850,29,82.05,1,27.2,Month-to-month,Fiber,1,1,0
C00851,33,50.54,1,33.6,Two year,Fiber,1,1,0
C00852,61,66.2,2,39.1,Month-to-month,Fiber,1,0,1
C00853,53,75.16,1,15.2,Two year,Fiber,1,1,0
C00854,50,53.09,0,40.3,Month-to-month,Fiber,1,1,0
C00855,26,78.4,0,37.7,Month-to-month,Fiber,0,0,1
C00856,51,82.79,2,39.9,Month-to-month,Fiber,1,0,0
C00857,60,77.7,1,35.9,Month-to-month,Fiber,1,1,1
C00858,66,75.12,2,39.1,Month-to-month,Fiber,0,1,0
C00859,46,68.71,1,28.2,Month-to-month,DSL,0,0,0
C00860,63,69.26,3,40.2,Month-to-month,DSL,0,1,1
C00861,59,74.22,1,50.0,Month-to-month,Fiber,0,0,0
C00862,53,45.61,3,27.1,Month-to-month,DSL,1,1,0
C00863,39,107.56,2,27.6,One year,None,0,1,0
C00864,32,69.45,0,42.8,One year,Fiber,0,1,0
C00865,46,60.71,2,26.2,One year,None,0,0,0
C00866,64,83.08,0,23.9,One year,DSL,0,0,0
C00867,39,68.79,2,39.9,Month-to-month,Fiber,1,1,0
C00868,51,106.79,0,28.0,Month-to-month,Fiber,0,1,1
C00869,41,97.05,0,51.1,One year,None,1,0,0
C00870,47,74.6,2,27.5,Month-to-month,Fiber,1,1,1
C00871,50,98.29,1,22.5,One year,Fiber,1,1,1
C00872,4,78.59,2,33.9,Month-to-month,Fiber,1,0,0
C00873,9,39.68,3,40.1,Month-to-month,Fiber,1,0,1
C00874,3,96.92,2,38.5,Month-to-month,Fiber,1,0,1
