date,demand,promotion,holiday
2025-07-20,247.0,0,0
2025-07-21,289.0,0,0
2025-07-22,266.0,0,0
2025-07-23,271.0,0,0
2025-07-24,232.0,0,0
2025-07-25,237.0,0,0
2025-07-26,230.0,0,0
2025-07-27,235.0,0,0
2025-07-28,272.0,0,0
2025-07-29,281.0,0,0
2025-07-30,264.0,0,0
2025-07-31,240.0,0,0
2025-08-01,218.0,0,0
2025-08-02,219.0,0,0
2025-08-03,228.0,0,0
2025-08-04,277.0,0,0
2025-08-05,281.0,0,0
2025-08-06,282.0,0,0
2025-08-07,234.0,0,0
2025-08-08,223.0,0,0
2025-08-09,227.0,0,0
2025-08-10,312.0,1,0
2025-08-11,262.0,0,0
2025-08-12,275.0,0,0
2025-08-13,258.0,0,0
2025-08-14,242.0,0,0
2025-08-15,245.0,0,0
2025-08-16,227.0,0,0
2025-08-17,228.0,0,0
2025-08-18,308.0,1,0
2025-08-19,285.0,0,0
2025-08-20,237.0,0,0
2025-08-21,236.0,0,0
2025-08-22,208.0,0,0
2025-08-23,255.0,0,0
2025-08-24,230.0,0,0
2025-08-25,258.0,0,0
2025-08-26,280.0,0,0
2025-08-27,253.0,0,0
2025-08-28,223.0,0,0
2025-08-29,205.0,0,0
2025-08-30,269.0,1,0
2025-08-31,232.0,0,0
2025-09-01,265.0,0,0
2025-09-02,293.0,0,0
2025-09-03,280.0,0,0
2025-09-04,255.0,0,0
2025-09-05,214.0,0,0
2025-09-06,229.0,0,0
2025-09-07,244.0,0,0
2025-09-08,255.0,0,0
2025-09-09,248.0,0,0
2025-09-10,233.0,0,0
2025-09-11,232.0,0,0
2025-09-12,199.0,0,0
2025-09-13,211.0,0,0
2025-09-14,247.0,0,0
2025-09-15,236.0,0,0
2025-09-16,287.0,0,0
2025-09-17,255.0,0,0
2025-09-18,225.0,0,0
2025-09-19,207.0,0,0
2025-09-20,226.0,0,0
2025-09-21,230.0,0,0
2025-09-22,280.0,0,0
2025-09-23,280.0,0,0
2025-09-24,245.0,0,0
2025-09-25,283.0,1,0
2025-09-26,229.0,0,0
2025-09-27,225.0,0,0
2025-09-28,239.0,0,0
2025-09-29,255.0,0,0
2025-09-30,268.0,0,0
2025-10-01,249.0,0,0
2025-10-02,234.0,0,0
2025-10-03,211.0,0,0
2025-10-04,209.0,0,0
2025-10-05,256.0,0,0
2025-10-06,271.0,0,0
2025-10-07,258.0,0,0
2025-10-08,248.0,0,0
2025-10-09,239.0,0,0
2025-10-10,205.0,0,0
2025-10-11,219.0,0,0
2025-10-12,240.0,0,0
2025-10-13,256.0,0,0
2025-10-14,258.0,0,0
2025-10-15,255.0,0,0
2025-10-16,220.0,0,0
2025-10-17,209.0,0,0
2025-10-18,232.0,0,0
2025-10-19,235.0,0,0
2025-10-20,271.0,0,0
2025-10-21,283.0,0,0
2025-10-22,255.0,0,0
2025-10-23,238.0,0,0
2025-10-24,207.0,0,0
2025-10-25,232.0,0,0
2025-10-26,253.0,0,0
2025-10-27,285.0,0,0
2025-10-28,287.0,0,0
2025-10-29,261.0,0,0
2025-10-30,267.0,0,0
2025-10-31,229.0,0,0
2025-11-01,240.0,0,0
2025-11-02,241.0,0,0
2025-11-03,264.0,0,0
2025-11-04,275.0,0,0
2025-11-05,247.0,0,0
2025-11-06,236.0,0,0
2025-11-07,220.0,0,0
2025-11-08,239.0,0,0
2025-11-09,262.0,0,0
2025-11-10,272.0,0,0
2025-11-11,271.0,0,0
2025-11-12,282.0,0,0
2025-11-13,219.0,0,0
2025-11-14,203.0,0,0
2025-11-15,233.0,0,0
2025-11-16,249.0,0,0
2025-11-17,268.0,0,0
2025-11-18,256.0,0,0
2025-11-19,307.0,1,0
2025-11-20,256.0,0,0
2025-11-21,240.0,0,0
2025-11-22,239.0,0,0
2025-11-23,242.0,0,0
2025-11-24,270.0,0,0
2025-11-25,275.0,0,0
2025-11-26,257.0,0,0
2025-11-27,234.0,0,0
2025-11-28,225.0,0,0
2025-11-29,214.0,0,0
2025-11-30,268.0,0,0
2025-12-01,274.0,0,0
2025-12-02,276.0,0,0
2025-12-03,248.0,0,0
2025-12-04,252.0,0,0
2025-12-05,216.0,0,0
2025-12-06,240.0,0,0
2025-12-07,246.0,0,0
2025-12-08,280.0,0,0
2025-12-09,324.0,1,0
2025-12-10,267.0,0,0
2025-12-11,244.0,0,0
2025-12-12,232.0,0,0
2025-12-13,247.0,0,0
2025-12-14,265.0,0,0
2025-12-15,299.0,0,0
2025-12-16,269.0,0,0
2025-12-17,297.0,0,0
2025-12-18,259.0,0,0
2025-12-19,228.0,0,0
2025-12-20,346.0,1,1
2025-12-21,322.0,0,1
2025-12-22,392.0,1,1
2025-12-23,317.0,0,1
2025-12-24,315.0,0,1
2025-12-25,299.0,0,1
2025-12-26,275.0,0,1
2025-12-27,286.0,0,1
2025-12-28,310.0,0,1
2025-12-29,314.0,0,1
2025-12-30,347.0,0,1
2025-12-31,318.0,0,1
